feature,source_family,transform_type,identity_proxy,original_source_columns,source_years,development_coverage,development_unique_nonmissing,legacy_target_selected_feature,feature_sets,selection_method
missing__unemployment__גיל_ממוצע_של_מקבלי_דמי_אבטלה_לא_כולל_חיילים__level,unemployment,missing_indicator,False,"גיל ממוצע של מקבלי דמי אבטלה
(לא כולל חיילים)",2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__דמי_אבטלה_ממוצעים_ליום_ש_ח__level,unemployment,missing_indicator,False,"דמי אבטלה ממוצעים ליום
(ש""ח)",2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__מקבלי_קצבאות_זקנה_ושאירים_סה_כ_סוף_שנה__level,unemployment,missing_indicator,False,"מקבלי קצבאות זקנה ושאירים סה""כ (סוף שנה)",2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__אחוז_מקבלי_השלמת_הכנסה_מבין_מקבלי_קצבאות_זקנה_ושאירים_סוף_שנה__level,unemployment,missing_indicator,False,אחוז מקבלי השלמת הכנסה מבין מקבלי קצבאות זקנה ושאירים (סוף שנה),2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,True,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__מקבלי_גמלת_הבטחת_הכנסה_נפשות_במשך_השנה__level,unemployment,missing_indicator,False,"מקבלי גמלת הבטחת הכנסה (נפשות, במשך השנה)",2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__מקבלי_גמלאות_סיעוד_סוף_שנה__level,unemployment,missing_indicator,False,מקבלי גמלאות סיעוד (סוף שנה),2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__מקבלי_גמלאות_נכות_כללית_סוף_שנה__level,unemployment,missing_indicator,False,מקבלי גמלאות נכות כללית (סוף שנה),2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__מקבלי_גמלאות_ניידות_סוף_שנה__level,unemployment,missing_indicator,False,מקבלי גמלאות ניידות (סוף שנה),2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__מקבלי_גמלאות_נכות_מעבודה_ותלויים_סוף_שנה__level,unemployment,missing_indicator,False,מקבלי גמלאות נכות מעבודה ותלויים (סוף שנה),2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__אחוז_המבוטחים_בקופ_ח_מתוך_סך_כל_המבוטחים_כללית__level,unemployment,missing_indicator,False,"אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים כללית",2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,True,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__אחוז_המבוטחים_בקופ_ח_מתוך_סך_כל_המבוטחים_מכבי__level,unemployment,missing_indicator,False,"אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים מכבי",2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__אחוז_המבוטחים_בקופ_ח_מתוך_סך_כל_המבוטחים_לאומית__level,unemployment,missing_indicator,False,"אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים לאומית",2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__מספר_משפחות_של_מקבלי_קצבאות_בגין_ילדים_סוף_שנה_סה_כ__level,unemployment,missing_indicator,False,"מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) סה""כ",2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__מספר_משפחות_של_מקבלי_קצבאות_בגין_ילדים_סוף_שנה_עם_2_1_ילדים_במשפחה__level,unemployment,missing_indicator,False,מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 2-1 ילדים במשפחה,2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__מספר_משפחות_של_מקבלי_קצבאות_בגין_ילדים_סוף_שנה_עם_4_3_ילדים_במשפחה__level,unemployment,missing_indicator,False,מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 4-3 ילדים במשפחה,2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__מספר_משפחות_של_מקבלי_קצבאות_בגין_ילדים_סוף_שנה_עם_5_ילדים_ויותר_במשפחה__level,unemployment,missing_indicator,False,מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 5 ילדים ויותר במשפחה,2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__מספר_ילדים_שבגינם_שולמו_קצבאות_סה_כ__level,unemployment,missing_indicator,False,"מספר ילדים שבגינם שולמו קצבאות סה""כ",2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__מספר_ילדים_שבגינם_שולמו_קצבאות_במשפחות_עם_2_1_ילדים__level,unemployment,missing_indicator,False,מספר ילדים שבגינם שולמו קצבאות במשפחות עם 2-1 ילדים,2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__מספר_ילדים_שבגינם_שולמו_קצבאות_במשפחות_עם_4_3_ילדים__level,unemployment,missing_indicator,False,מספר ילדים שבגינם שולמו קצבאות במשפחות עם 4-3 ילדים,2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__מספר_ילדים_שבגינם_שולמו_קצבאות_במשפחות_עם_5_ילדים_ויותר__level,unemployment,missing_indicator,False,מספר ילדים שבגינם שולמו קצבאות במשפחות עם 5 ילדים ויותר,2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__מספר_מקבלי_דמי_אבטלה_סה_כ_שנתי__level,unemployment,missing_indicator,False,"מספר מקבלי דמי אבטלה 
(סה""כ שנתי)",2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__אחוז_מקבלי_דמי_אבטלה_מבני_67_20_שנתי__level,unemployment,missing_indicator,False,"אחוז מקבלי דמי אבטלה מבני 67-20
(שנתי)",2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__אחוז_מקבלי_דמי_אבטלה_מבני_67_20_ממוצע_חודשי__level,unemployment,missing_indicator,False,"אחוז מקבלי דמי אבטלה מבני 67-20
(ממוצע חודשי)",2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__ימי_זכאות_לדמי_אבטלה_ממוצע_שנתי__level,unemployment,missing_indicator,False,"ימי זכאות לדמי אבטלה
(ממוצע שנתי)",2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__ניצול_ימי_אבטלה_בשנה_ממוצע_שנתי__level,unemployment,missing_indicator,False,"ניצול ימי אבטלה בשנה 
(ממוצע שנתי)",2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__ניצול_ימי_אבטלה_בשנה_חציון_שנתי__level,unemployment,missing_indicator,False,"ניצול ימי אבטלה בשנה 
(חציון שנתי)",2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__ילדים_בגנים_של_משרד_החינוך_סה_כ__level,education,missing_indicator,False,"ילדים בגנים של משרד החינוך סה""כ",2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__ילדים_בגנים_של_משרד_החינוך_גיל_3__level,education,missing_indicator,False,ילדים בגנים של משרד החינוך גיל 3,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__ילדים_בגנים_של_משרד_החינוך_גיל_4__level,education,missing_indicator,False,ילדים בגנים של משרד החינוך גיל 4,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__ילדים_בגנים_של_משרד_החינוך_גיל_5__level,education,missing_indicator,False,ילדים בגנים של משרד החינוך גיל 5,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__ילדים_בגנים_של_משרד_החינוך_גיל_6__level,education,missing_indicator,False,ילדים בגנים של משרד החינוך גיל 6,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__בתי_ספר_סה_כ__level,education,missing_indicator,False,"בתי ספר סה""כ",2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__בתי_ספר_יסודיים__level,education,missing_indicator,False,בתי ספר יסודיים,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__בתי_ספר_על_יסודיים__level,education,missing_indicator,False,בתי ספר על-יסודיים,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__בתי_ספר_חטיבות_ביניים__level,education,missing_indicator,False,בתי ספר חטיבות ביניים,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__בתי_ספר_תיכוניים__level,education,missing_indicator,False,בתי ספר תיכוניים,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__כיתות_סה_כ__level,education,missing_indicator,False,"כיתות סה""כ",2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__כיתות_בבתי_ספר_יסודיים__level,education,missing_indicator,False,כיתות בבתי ספר יסודיים,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__כיתות_בבתי_ספר_על_יסודיים__level,education,missing_indicator,False,כיתות בבתי ספר על-יסודיים,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__כיתות_בחטיבות_ביניים__level,education,missing_indicator,False,כיתות בחטיבות ביניים,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__כיתות_בבתי_ספר_תיכוניים__level,education,missing_indicator,False,כיתות בבתי ספר תיכוניים,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__תלמידים_סה_כ__level,education,missing_indicator,False,"תלמידים סה""כ",2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__תלמידים_בבתי_ספר_יסודיים__level,education,missing_indicator,False,תלמידים בבתי ספר יסודיים,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__תלמידים_בבתי_ספר_על_יסודיים__level,education,missing_indicator,False,תלמידים בבתי ספר על-יסודיים,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__תלמידים_בחטיבות_ביניים__level,education,missing_indicator,False,תלמידים בחטיבות ביניים,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__תלמידים_בבתי_ספר_תיכוניים__level,education,missing_indicator,False,תלמידים בבתי ספר תיכוניים,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__ממוצע_תלמידים_לכיתה_בבתי_ספר_יסודיים__level,education,missing_indicator,False,ממוצע תלמידים לכיתה בבתי ספר יסודיים,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__אחוז_תלמידים_נושרים_סה_כ__level,education,missing_indicator,False,"אחוז תלמידים נושרים סה""כ",2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__אחוז_תלמידים_נושרים_בנים__level,education,missing_indicator,False,אחוז תלמידים נושרים בנים,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__אחוז_תלמידים_נושרים_בנות__level,education,missing_indicator,False,אחוז תלמידים נושרים בנות,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__השכלה_גבוהה_אחוז_בעלי_תארים_מישראל_מתוך_אוכלוסיית_בני_55_35__level,education,missing_indicator,False,השכלה גבוהה אחוז בעלי תארים מישראל מתוך אוכלוסיית בני 55-35,2019|2020|2021|2022|2023,1.0,2,True,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__השכלה_גבוהה_אחוז_הנכנסים_להשכלה_גבוהה_בתוך_8_שנים_בקרב_תלמידי_יב__level,education,missing_indicator,False,השכלה גבוהה אחוז הנכנסים להשכלה גבוהה בתוך 8 שנים בקרב תלמידי יב,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__השכלה_גבוהה_אחוז_סטודנטים_מתוך_אוכלוסיית_בני_25_20__level,education,missing_indicator,False,השכלה גבוהה אחוז סטודנטים מתוך אוכלוסיית בני 25-20,2019|2020|2021|2022|2023,1.0,2,True,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__השכלה_גבוהה_אחוז_סטודנטים_מתוך_כלל_האוכלוסייה__level,education,missing_indicator,False,השכלה גבוהה אחוז סטודנטים מתוך כלל האוכלוסייה,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__עובדי_הוראה_מספר_עובדי_הוראה__level,education,missing_indicator,False,עובדי הוראה מספר עובדי הוראה,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__עובדי_הוראה_ממוצע_שעות_עבודה_לשבוע__level,education,missing_indicator,False,עובדי הוראה ממוצע שעות עבודה לשבוע,2019|2020|2021|2022|2023,1.0,2,True,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__עובדי_הוראה_אחוז_עובדי_הוראה_חדשים__level,education,missing_indicator,False,עובדי הוראה אחוז עובדי הוראה חדשים,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__עובדי_הוראה_אחוז_שעות_היעדרות_מסך_שעות_עבודה_שנתיות__level,education,missing_indicator,False,עובדי הוראה אחוז שעות היעדרות מסך שעות עבודה שנתיות,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__עובדי_הוראה_ממוצע_שנות_ותק_מוכרות_בהוראה__level,education,missing_indicator,False,עובדי הוראה ממוצע שנות ותק מוכרות בהוראה,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__עובדי_הוראה_אחוז_בעלי_דרגת_שכר_תואר_שני_ומעלה__level,education,missing_indicator,False,עובדי הוראה אחוז בעלי דרגת שכר תואר שני ומעלה,2019|2020|2021|2022|2023,1.0,2,True,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__עובדי_הוראה_אחוז_עובדי_הוראה_משתלמים_מכלל_עובדי_הוראה__level,education,missing_indicator,False,עובדי הוראה אחוז עובדי הוראה משתלמים מכלל עובדי הוראה,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__עובדי_הוראה_ממוצע_תלמידים_למורה__level,education,missing_indicator,False,עובדי הוראה ממוצע תלמידים למורה,2019|2020|2021|2022|2023,1.0,2,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__עובדי_הוראה_ממוצע_שעות_עבודה_שבועיות_לתלמיד__level,education,missing_indicator,False,עובדי הוראה ממוצע שעות עבודה שבועיות לתלמיד,2019|2020|2021|2022|2023,1.0,2,True,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
demographic__יהודים_ואחרים_אחוזים_מתוך_כלל_אוכלוסיית_הישראלים__level,demographic,level,True,יהודים ואחרים (אחוזים מתוך כלל אוכלוסיית הישראלים),2019|2020|2023,0.030806690662714378,67,True,history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
demographic__יהודים_אחוזים_מתוך_יהודים_ואחרים__level,demographic,level,True,"יהודים 
(אחוזים מתוך יהודים ואחרים)",2019|2020|2021|2022|2023,0.03175947491001482,171,False,history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
unemployment__אחוז_המבוטחים_בקופ_ח_מתוך_סך_כל_המבוטחים_מאוחדת__level,unemployment,level,True,"אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים מאוחדת",2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,0.18695744230362057,348,False,history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__אחוז_זכאים_לתעודת_בגרות_מבין_תלמידי_כיתות_יב__level,education,level,True,אחוז זכאים לתעודת בגרות מבין תלמידי כיתות יב,2019|2020|2021|2022|2023,0.04139318229938598,371,True,history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__אחוז_זכאים_לתעודת_בגרות_שעמדו_בדרישות_הסף_של_האוניברסיטאות_מבין_תלמידי_כיתות_יב__level,education,level,True,אחוז זכאים לתעודת בגרות שעמדו בדרישות הסף של האוניברסיטאות מבין תלמידי כיתות יב,2019|2020|2021|2022|2023,0.04139318229938598,379,True,history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
missing__demographic__יהודים_ואחרים_אחוזים_מתוך_כלל_אוכלוסיית_הישראלים__level,demographic,missing_indicator,True,יהודים ואחרים (אחוזים מתוך כלל אוכלוסיית הישראלים),2019|2020|2023,1.0,2,True,history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__יהודים_אחוזים_מתוך_יהודים_ואחרים__level,demographic,missing_indicator,True,"יהודים 
(אחוזים מתוך יהודים ואחרים)",2019|2020|2021|2022|2023,1.0,2,False,history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__אחוז_המבוטחים_בקופ_ח_מתוך_סך_כל_המבוטחים_מאוחדת__level,unemployment,missing_indicator,True,"אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים מאוחדת",2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__אחוז_זכאים_לתעודת_בגרות_מבין_תלמידי_כיתות_יב__level,education,missing_indicator,True,אחוז זכאים לתעודת בגרות מבין תלמידי כיתות יב,2019|2020|2021|2022|2023,1.0,2,True,history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__אחוז_זכאים_לתעודת_בגרות_שעמדו_בדרישות_הסף_של_האוניברסיטאות_מבין_תלמידי_כיתות_יב__level,education,missing_indicator,True,אחוז זכאים לתעודת בגרות שעמדו בדרישות הסף של האוניברסיטאות מבין תלמידי כיתות יב,2019|2020|2021|2022|2023,1.0,2,True,history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
locality_type__צורת_יישוב,locality_type,static_identity,True,צורת יישוב,,0.9961888630107982,25,False,history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
locality_type__type__Arab/Non-Jewish,locality_type,static_identity,True,type,,0.9961888630107982,2,False,history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
locality_type__type__Cities,locality_type,static_identity,True,type,,0.9961888630107982,2,False,history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
locality_type__type__Kibbutzim,locality_type,static_identity,True,type,,0.9961888630107982,2,False,history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
locality_type__type__Moshavim,locality_type,static_identity,True,type,,0.9961888630107982,2,False,history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
locality_type__type__other,locality_type,static_identity,True,type,,0.9961888630107982,2,False,history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
"locality_type__סוג_יישוב__יישובים יהודיים 19,999-10,000 תושבים",locality_type,static_identity,True,סוג יישוב,,0.9961888630107982,2,False,history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
"locality_type__סוג_יישוב__יישובים יהודיים 1999,999-100,000 תושבים",locality_type,static_identity,True,סוג יישוב,,0.9961888630107982,2,False,history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
"locality_type__סוג_יישוב__יישובים יהודיים 4,999-2,000 תושבים",locality_type,static_identity,True,סוג יישוב,,0.9961888630107982,2,False,history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
"locality_type__סוג_יישוב__יישובים יהודיים 49,999-20,000 תושבים",locality_type,static_identity,True,סוג יישוב,,0.9961888630107982,2,False,history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
